device,case_id,family,cells,rank,consumers,reuse,working_records,cache,arm,payload_bytes_per_record,stored_payload_bytes,serialized_metadata_bytes,resident_metadata_bytes,record_headers_bytes,read_write_ratio,implementation_sha256,median_total_us,ci_low,ci_high,median_write_us,read_p50_us,read_p95_us,read_p99_us,energy_gross_mJ_per_amortized_read,max_peak_gpu_bytes,blocks
cpu,72,working_set,576,32,3,8,128,eviction_buffer,F,73728,9437184,0,0,2048,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,237857.82800000004,231857.61900000085,239364.4669999997,3131.158,86.661,93.48649999999998,97.98349999999999,,,11
cpu,72,working_set,576,32,3,8,128,eviction_buffer,G,73728,28311552,0,0,6144,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,164734.64599999972,160737.06899999996,169648.73500000028,12817.1,49.186499999999995,52.748,55.8996,,,11
cpu,73,interleaved_tenants,576,32,3,1,16,warm,A,73728,3538944,0,0,768,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1927.2050000000002,1917.6260000000002,1942.18,1055.908,17.575499999999998,20.5006,29.909810000000018,,,11
cpu,73,interleaved_tenants,576,32,3,1,16,warm,B,73728,1179648,0,0,256,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,906.6829999999999,898.8209999999999,908.094,77.109,16.459,18.27625,27.258910000000014,,,11
cpu,73,interleaved_tenants,576,32,3,1,16,warm,C,73728,1179648,1152,13824,256,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1974.1649999999997,1971.2620000000002,1983.898,121.89,37.142,41.56415,50.45239000000001,,,11
cpu,73,interleaved_tenants,576,32,3,1,16,warm,D,73728,1179648,1152,13824,256,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,4708.798,4702.117,4724.523,126.359,93.82650000000001,101.39869999999999,111.94139000000001,,,11
cpu,73,interleaved_tenants,576,32,3,1,16,warm,E,73728,1179648,0,0,256,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1808.4879999999998,1804.0409999999993,1811.3079999999995,315.53,36.525499999999994,38.48035,43.58480000000001,,,11
cpu,73,interleaved_tenants,576,32,3,1,16,warm,F,73728,1179648,0,0,256,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1812.0469999999996,1806.608,1814.1779999999994,310.398,36.5435,38.6191,43.83447,,,11
cpu,73,interleaved_tenants,576,32,3,1,16,warm,G,73728,3538944,0,0,768,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1775.2180000000003,1772.7179999999998,1783.1639999999998,909.197,17.392,20.815999999999995,30.512600000000017,,,11
cpu,74,interleaved_tenants,576,32,3,8,16,warm,A,73728,3538944,0,0,768,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,7592.053999999998,7542.691999999996,7860.643000000002,1069.247,16.726,17.9385,21.21484,,,11
cpu,74,interleaved_tenants,576,32,3,8,16,warm,B,73728,1179648,0,0,256,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,6495.127999999997,6406.799000000006,6576.109000000003,76.552,16.3935,17.4075,19.576680000000003,,,11
cpu,74,interleaved_tenants,576,32,3,8,16,warm,C,73728,1179648,1152,13824,256,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,14325.538999999995,14290.617000000013,14347.985000000002,126.348,36.694,39.40015,40.567560000000014,,,11
cpu,74,interleaved_tenants,576,32,3,8,16,warm,D,73728,1179648,1152,13824,256,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,35906.46800000002,35830.93700000001,35996.559,132.385,92.66900000000001,96.4213,99.81006000000004,,,11
cpu,74,interleaved_tenants,576,32,3,8,16,warm,E,73728,1179648,0,0,256,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,11955.878000000012,11924.534000000001,11987.78300000001,312.649,36.626999999999995,37.25365,40.51650000000001,,,11
cpu,74,interleaved_tenants,576,32,3,8,16,warm,F,73728,1179648,0,0,256,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,11960.726000000004,11934.51499999999,11968.293000000005,319.282,36.563500000000005,37.1981,40.24082000000001,,,11
cpu,74,interleaved_tenants,576,32,3,8,16,warm,G,73728,3538944,0,0,768,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,7315.1069999999945,7306.676999999997,7414.025000000005,913.873,16.432,17.456799999999998,21.154780000000006,,,11
cpu,75,interleaved_tenants,576,32,3,32,16,warm,A,73728,3538944,0,0,768,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,26683.35499999999,26562.40600000004,26721.83,1050.84,16.575499999999998,17.14925,19.07335,,,11
cpu,75,interleaved_tenants,576,32,3,32,16,warm,B,73728,1179648,0,0,256,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,25642.59999999999,25378.543000000034,25755.108000000047,76.489,16.564,16.883499999999998,18.3596,,,11
cpu,75,interleaved_tenants,576,32,3,32,16,warm,C,73728,1179648,1152,13824,256,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,56802.94600000009,56678.16800000007,57144.51400000006,127.139,36.7295,37.823,39.86730000000001,,,11
cpu,75,interleaved_tenants,576,32,3,32,16,warm,D,73728,1179648,1152,13824,256,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,142510.0179999999,142295.03999999986,142806.3900000001,132.996,92.4265,95.51425,97.33275000000006,,,11
cpu,75,interleaved_tenants,576,32,3,32,16,warm,E,73728,1179648,0,0,256,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,46755.600000000064,46646.388000000035,46911.54600000009,319.149,36.59,37.12175,39.319750000000006,,,11
cpu,75,interleaved_tenants,576,32,3,32,16,warm,F,73728,1179648,0,0,256,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,46726.132000000005,46567.1519999999,46925.60099999999,317.2,36.547,37.03,39.3033,,,11
cpu,75,interleaved_tenants,576,32,3,32,16,warm,G,73728,3538944,0,0,768,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,26477.63900000001,26424.759000000045,26502.069000000018,917.604,16.543,17.09175,19.02030000000001,,,11
cuda,0,core,36,32,1,1,1,warm,A,4608,4608,0,0,16,1.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,150.763,150.419,158.055,53.031,98.378,98.378,98.378,,34304,11
cuda,0,core,36,32,1,1,1,warm,B,4608,4608,0,0,16,1.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,119.824,118.646,122.77099999999999,24.385,95.777,95.777,95.777,,30720,11
cuda,0,core,36,32,1,1,1,warm,C,4608,4608,36,288,16,1.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,203.644,201.507,212.517,84.884,118.987,118.987,118.987,,36352,11
cuda,0,core,36,32,1,1,1,warm,D,4608,4608,36,288,16,1.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,187.66899999999998,185.147,190.328,85.317,101.484,101.484,101.484,,31744,11
cuda,0,core,36,32,1,1,1,warm,E,4608,4608,0,0,16,1.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,186.459,183.81400000000002,189.95299999999997,84.8,102.0,102.0,102.0,,30208,11
cuda,0,core,36,32,1,1,1,warm,F,4608,4608,0,0,16,1.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,182.969,182.214,194.614,81.956,101.191,101.191,101.191,,30720,11
cuda,0,core,36,32,1,1,1,warm,G,4608,4608,0,0,16,1.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,196.537,195.809,198.632,94.631,102.164,102.164,102.164,,30208,11
cuda,1,core,36,32,1,2,1,warm,A,4608,4608,0,0,16,2.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,237.66,233.331,244.87800000000001,53.454,92.4975,96.1266,96.31438,,34304,11
cuda,1,core,36,32,1,2,1,warm,B,4608,4608,0,0,16,2.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,204.681,201.697,205.085,23.947,89.958,93.81285,94.16176999999999,,31232,11
cuda,1,core,36,32,1,2,1,warm,C,4608,4608,36,288,16,2.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,308.51599999999996,307.086,309.034,83.235,112.1065,116.8052,117.22788,,36864,11
cuda,1,core,36,32,1,2,1,warm,D,4608,4608,36,288,16,2.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,271.97,271.56899999999996,277.888,84.576,94.19749999999999,99.39710000000001,99.86365,,32256,11
cuda,1,core,36,32,1,2,1,warm,E,4608,4608,0,0,16,2.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,272.858,265.18399999999997,275.466,82.222,92.9065,98.0772,98.64504000000001,,31232,11
cuda,1,core,36,32,1,2,1,warm,F,4608,4608,0,0,16,2.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,267.859,264.65999999999997,279.811,81.909,93.07,98.8583,99.47166,,31232,11
cuda,1,core,36,32,1,2,1,warm,G,4608,4608,0,0,16,2.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,282.767,277.87,287.377,93.557,94.346,98.361,98.9106,,31232,11
cuda,2,core,36,32,1,4,1,warm,A,4608,4608,0,0,16,4.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,407.11400000000003,403.15,409.74399999999997,54.036,84.7915,96.48115,97.77472,,34304,11
cuda,2,core,36,32,1,4,1,warm,B,4608,4608,0,0,16,4.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,373.865,368.143,381.53999999999996,24.133,84.6845,93.50895,94.21244,,31232,11
cuda,2,core,36,32,1,4,1,warm,C,4608,4608,36,288,16,4.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,525.163,518.137,534.491,88.805,106.8475,116.67295,117.70819,,36864,11
cuda,2,core,36,32,1,4,1,warm,D,4608,4608,36,288,16,4.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,448.15700000000004,435.60100000000006,457.646,89.927,85.5085,100.709,101.43777,,31744,11
cuda,2,core,36,32,1,4,1,warm,E,4608,4608,0,0,16,4.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,438.633,429.7,451.736,87.205,85.2875,97.26445,98.16164,,31232,11
cuda,2,core,36,32,1,4,1,warm,F,4608,4608,0,0,16,4.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,440.144,433.831,442.018,85.473,85.793,97.48455,99.02811,,31232,11
cuda,2,core,36,32,1,4,1,warm,G,4608,4608,0,0,16,4.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,453.78,450.34400000000005,455.1239999999999,99.624,86.17949999999999,98.66985,99.46038,,31232,11
cuda,3,core,36,32,1,8,1,warm,A,4608,4608,0,0,16,8.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,615.155,608.9380000000001,617.742,46.305,68.32849999999999,79.47955,81.10441,6.246742671009772,39424,11
cuda,3,core,36,32,1,8,1,warm,B,4608,4608,0,0,16,8.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,585.0519999999999,584.403,588.545,21.025,68.10300000000001,79.25895,79.47819,5.872164818548387,36352,11
cuda,3,core,36,32,1,8,1,warm,C,4608,4608,36,288,16,8.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,782.093,778.8299999999999,816.472,72.939,86.5205,101.14055,101.57332,7.664930555555555,41984,11
cuda,3,core,36,32,1,8,1,warm,D,4608,4608,36,288,16,8.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,649.421,641.043,674.595,74.259,68.82,83.18055,87.51691,6.924101796407186,37376,11
cuda,3,core,36,32,1,8,1,warm,E,4608,4608,0,0,16,8.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,652.848,642.9010000000001,696.703,71.204,68.372,86.20649999999999,87.8669,6.472726004464286,36352,11
cuda,3,core,36,32,1,8,1,warm,F,4608,4608,0,0,16,8.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,645.635,638.991,649.9769999999999,73.137,68.3555,83.216,86.18333,7.485397946084724,36352,11
cuda,3,core,36,32,1,8,1,warm,G,4608,4608,0,0,16,8.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,657.996,649.008,662.2259999999999,82.797,68.163,84.09429999999999,86.99128999999999,7.5380256241787125,36352,11
cuda,4,core,36,32,1,16,1,warm,A,4608,4608,0,0,16,16.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1145.0279999999998,1138.1799999999998,1151.304,45.551,67.08600000000001,77.4705,80.3722,,39424,11
cuda,4,core,36,32,1,16,1,warm,B,4608,4608,0,0,16,16.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1118.262,1111.306,1121.1970000000001,20.852,67.0775,76.2685,78.01934999999999,,36352,11
cuda,4,core,36,32,1,16,1,warm,C,4608,4608,36,288,16,16.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1453.867,1447.8590000000002,1459.0759999999998,71.966,84.1385,96.12049999999999,99.40235,,41984,11
cuda,4,core,36,32,1,16,1,warm,D,4608,4608,36,288,16,16.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1182.2249999999997,1178.975,1184.547,73.318,67.354,77.4405,84.3531,,37376,11
cuda,4,core,36,32,1,16,1,warm,E,4608,4608,0,0,16,16.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1181.808,1170.7800000000002,1191.4709999999998,71.511,67.038,82.14025000000001,84.59295,,36352,11
cuda,4,core,36,32,1,16,1,warm,F,4608,4608,0,0,16,16.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1178.1539999999998,1173.141,1184.9250000000002,71.655,67.4135,77.61625000000001,83.2172,,36352,11
cuda,4,core,36,32,1,16,1,warm,G,4608,4608,0,0,16,16.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1190.8390000000002,1184.03,1193.663,80.662,67.11099999999999,78.45349999999999,83.26795,,36352,11
cuda,5,core,36,32,1,32,1,warm,A,4608,4608,0,0,16,32.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2213.708,2208.213,2235.0839999999994,46.476,66.7465,74.83279999999999,80.90487,,39424,11
cuda,5,core,36,32,1,32,1,warm,B,4608,4608,0,0,16,32.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2198.1989999999996,2184.5389999999998,2206.169,20.982,66.767,74.64065,77.54173,,36352,11
cuda,5,core,36,32,1,32,1,warm,C,4608,4608,36,288,16,32.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2796.672,2790.701,2805.912,72.189,83.487,93.05445,97.67523,,41984,11
cuda,5,core,36,32,1,32,1,warm,D,4608,4608,36,288,16,32.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2265.2099999999996,2252.385,2273.934,73.311,66.8095,75.05555,83.39868000000001,,37376,11
cuda,5,core,36,32,1,32,1,warm,E,4608,4608,0,0,16,32.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2257.5769999999998,2252.2019999999998,2269.657999999999,71.729,66.6395,76.83085,83.19969000000002,,36352,11
cuda,5,core,36,32,1,32,1,warm,F,4608,4608,0,0,16,32.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2245.595,2237.9150000000004,2267.0719999999997,71.567,66.798,73.58325,82.83623000000001,,35840,11
cuda,5,core,36,32,1,32,1,warm,G,4608,4608,0,0,16,32.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2261.587,2257.665,2270.9100000000003,83.003,66.89150000000001,74.3905,83.20051000000002,,36352,11
cuda,6,core,36,32,1,64,1,warm,A,4608,4608,0,0,16,64.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,4368.514999999999,4341.195999999998,4372.227999999999,47.098,66.5415,73.08425,79.10018999999998,,39424,11
cuda,6,core,36,32,1,64,1,warm,B,4608,4608,0,0,16,64.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,4334.119000000001,4326.083,4345.729,21.106,66.6275,73.24164999999999,78.58294,,36352,11
cuda,6,core,36,32,1,64,1,warm,C,4608,4608,36,288,16,64.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,5502.171,5483.941000000001,5508.002,72.843,83.51150000000001,91.94160000000001,98.88269,,41984,11
cuda,6,core,36,32,1,64,1,warm,D,4608,4608,36,288,16,64.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,4405.932000000002,4386.8550000000005,4424.167999999999,73.853,66.7065,73.24439999999998,81.87576999999996,,37376,11
cuda,6,core,36,32,1,64,1,warm,E,4608,4608,0,0,16,64.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,4385.813,4382.477,4398.8589999999995,71.208,66.402,73.50615,80.03109999999997,,36352,11
cuda,6,core,36,32,1,64,1,warm,F,4608,4608,0,0,16,64.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,4407.915999999999,4383.479,4411.638,71.885,66.713,73.91715,79.23707999999998,,36352,11
cuda,6,core,36,32,1,64,1,warm,G,4608,4608,0,0,16,64.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,4402.308000000001,4389.738,4412.2429999999995,81.31,66.464,74.18415,80.02552999999996,,36352,11
cuda,7,core,36,32,1,128,1,warm,A,4608,4608,0,0,16,128.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,8653.429000000002,8609.741999999998,8677.792,46.34,66.51400000000001,72.9493,77.96905000000002,,39424,11
cuda,7,core,36,32,1,128,1,warm,B,4608,4608,0,0,16,128.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,8612.789000000004,8593.066,8635.412999999997,21.351,66.49799999999999,73.18939999999999,77.05415,,36352,11
cuda,7,core,36,32,1,128,1,warm,C,4608,4608,36,288,16,128.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,10871.331999999999,10847.796,10881.594000000001,73.106,83.2885,91.0653,97.74019000000003,,41984,11
cuda,7,core,36,32,1,128,1,warm,D,4608,4608,36,288,16,128.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,8711.466999999999,8688.172000000002,8751.354,73.854,66.6635,73.207,77.98802000000002,,37376,11
cuda,7,core,36,32,1,128,1,warm,E,4608,4608,0,0,16,128.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,8665.494,8648.582000000002,8679.173999999997,71.674,66.387,72.66329999999999,78.35809000000002,,36352,11
cuda,7,core,36,32,1,128,1,warm,F,4608,4608,0,0,16,128.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,8694.803000000002,8678.452,8721.851,72.155,66.53,72.8933,79.54747000000003,,36352,11
cuda,7,core,36,32,1,128,1,warm,G,4608,4608,0,0,16,128.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,8649.577999999996,8629.686000000002,8656.9,82.641,66.137,72.56564999999999,76.88507000000001,,35840,11
cuda,8,core,36,32,3,1,1,warm,A,4608,13824,0,0,48,3.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,312.488,311.227,320.494,89.871,71.793,81.0711,81.89582,,69120,11
cuda,8,core,36,32,3,1,1,warm,B,4608,4608,0,0,16,3.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,235.06400000000002,233.708,237.66,21.445,69.771,74.8333,75.32025999999999,,55296,11
cuda,8,core,36,32,3,1,1,warm,C,4608,4608,36,864,16,3.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,371.122,366.21500000000003,377.007,92.678,89.728,98.22970000000001,98.63472,,62976,11
cuda,8,core,36,32,3,1,1,warm,D,4608,4608,36,864,16,3.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,318.429,315.173,320.28999999999996,93.781,72.06,82.15820000000001,82.95805999999999,,58368,11
cuda,8,core,36,32,3,1,1,warm,E,4608,4608,0,0,16,3.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,338.92499999999995,335.725,343.484,72.83,88.762,90.6493,90.92266,,59904,11
cuda,8,core,36,32,3,1,1,warm,F,4608,4608,0,0,16,3.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,299.956,294.88800000000003,303.95,75.11,71.289,82.3917,83.0209,,55296,11
cuda,8,core,36,32,3,1,1,warm,G,4608,13824,0,0,48,3.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,350.342,348.86,357.80100000000004,126.649,71.865,82.0507,82.95094,,73728,11
cuda,9,core,36,32,3,2,1,warm,A,4608,13824,0,0,48,6.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,516.53,513.7570000000001,522.331,89.993,68.602,80.0175,81.43090000000001,,76800,11
cuda,9,core,36,32,3,2,1,warm,B,4608,4608,0,0,16,6.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,439.353,432.83000000000004,442.973,21.661,67.993,75.291,75.3214,,55296,11
cuda,9,core,36,32,3,2,1,warm,C,4608,4608,36,864,16,6.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,628.5559999999999,625.9190000000001,632.6170000000001,92.956,86.215,97.41425,98.9993,,62976,11
cuda,9,core,36,32,3,2,1,warm,D,4608,4608,36,864,16,6.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,521.742,517.37,524.8820000000001,93.922,68.303,80.211,82.5587,,58368,11
cuda,9,core,36,32,3,2,1,warm,E,4608,4608,0,0,16,6.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,572.379,567.907,581.041,73.206,84.931,88.60225,89.36845,,59904,11
cuda,9,core,36,32,3,2,1,warm,F,4608,4608,0,0,16,6.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,506.78599999999994,499.411,507.92299999999994,74.363,68.78649999999999,80.4025,81.8624,,55296,11
cuda,9,core,36,32,3,2,1,warm,G,4608,13824,0,0,48,6.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,558.044,556.335,559.708,126.068,68.123,81.94500000000001,83.8928,,73728,11
cuda,10,core,36,32,3,4,1,warm,A,4608,13824,0,0,48,12.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,925.438,916.2100000000002,929.4,89.154,67.8615,78.02199999999999,81.39155,,76800,11
cuda,10,core,36,32,3,4,1,warm,B,4608,4608,0,0,16,12.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,846.4029999999999,844.6649999999998,853.189,21.457,67.8055,74.95734999999999,76.28747,,55296,11
cuda,10,core,36,32,3,4,1,warm,C,4608,4608,36,864,16,12.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1132.478,1126.416,1139.7849999999999,92.276,84.898,95.2982,97.25716,,62976,11
cuda,10,core,36,32,3,4,1,warm,D,4608,4608,36,864,16,12.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,928.516,925.42,931.0870000000001,93.296,67.51599999999999,79.59589999999999,82.54574000000001,,58368,11
cuda,10,core,36,32,3,4,1,warm,E,4608,4608,0,0,16,12.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1057.746,1048.641,1063.586,72.589,84.196,90.0568,92.63199,,59904,11
cuda,10,core,36,32,3,4,1,warm,F,4608,4608,0,0,16,12.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,913.381,909.6920000000001,920.6469999999999,75.238,67.755,79.77755,83.21294,,55296,11
cuda,10,core,36,32,3,4,1,warm,G,4608,13824,0,0,48,12.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,962.1890000000001,955.584,970.4170000000001,127.216,67.3665,79.369,83.27148,,73728,11
cuda,11,core,36,32,3,8,1,warm,A,4608,13824,0,0,48,24.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1716.0490000000002,1709.812,1735.2399999999998,89.336,66.68299999999999,75.6443,80.91124,5.554509943181818,85504,11
cuda,11,core,36,32,3,8,1,warm,B,4608,4608,0,0,16,24.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1641.5989999999997,1637.757,1651.3259999999998,21.947,66.79,73.41819999999998,75.99718,5.222427293064877,64000,11
cuda,11,core,36,32,3,8,1,warm,C,4608,4608,36,864,16,24.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2149.894,2132.3259999999996,2164.8610000000003,93.476,84.114,92.77995,98.02533,6.984504744958482,71680,11
cuda,11,core,36,32,3,8,1,warm,D,4608,4608,36,864,16,24.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1734.9569999999997,1729.4239999999998,1741.7250000000001,94.972,66.7295,74.72149999999999,81.27383,5.565811657032755,57856,11
cuda,11,core,36,32,3,8,1,warm,E,4608,4608,0,0,16,24.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,2006.0580000000002,1997.8679999999995,2016.361,73.401,83.30199999999999,89.7701,92.87983,6.4623410724156995,68608,11
cuda,11,core,36,32,3,8,1,warm,F,4608,4608,0,0,16,24.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1707.321,1699.1979999999999,1716.7410000000004,75.215,66.682,73.82399999999998,81.76683,5.495167373880245,64000,11
cuda,11,core,36,32,3,8,1,warm,G,4608,13824,0,0,48,24.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,1766.538,1744.582,1773.929,127.658,66.712,75.1074,82.02802,5.734506172839506,82432,11
cuda,12,core,36,32,3,16,1,warm,A,4608,13824,0,0,48,48.0,42fe58ee2f371b452def1e13724b2f47c0589526628828c9de5a4562717ef344,3315.1310000000003,3295.3140000000003,3336.8000000000006,91.655,66.15,72.30185,79.07162000000001,,76288,11
