suite,task_id,task,initial_state_index,arm,success,steps,decisions,acquisitions,wall_seconds,inference_median_seconds,inference_p95_seconds,inference_total_seconds,gpu_board_gross_inference_total_mJ,gpu_board_gross_episode_mJ,peak_gpu_allocated_bytes
libero_goal,0,open the middle drawer of the cabinet,39,fresh,1,125,8,8,56.82032768428326,1.1846445281989872,1.1899803084786982,9.453905909322202,,7262362.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,40,fresh,1,107,7,7,49.96796065662056,1.1897430950775743,1.2231451712548733,8.375796278938651,,6355763.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,1,ttl,0,220,14,7,88.2763796960935,1.7272200635634363,1.8859410383272914,24.53489153366536,7091131.0,19607651.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,1,stale,0,220,14,1,82.2260102359578,1.7284827949479222,1.7994532694574445,24.195495295338333,7050005.0,18485091.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,1,ttl_reindex,0,220,14,7,87.71399017609656,1.6931026470847428,1.7666977420914918,23.876981525681913,6940251.0,19668087.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,2,ttl,0,220,14,7,83.69341464526951,1.7166795171797276,1.795063421363011,24.203517011366785,7055639.0,19033458.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,2,ttl_reindex,0,220,14,7,83.29754586517811,1.7230063625611365,1.8187723528128117,24.23387198150158,7083095.0,18815916.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,2,stale,0,220,14,1,80.1840300988406,1.7194589716382325,1.7685305063147099,24.05053738411516,7018777.0,18211725.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,3,ttl,0,220,14,7,84.65026984736323,1.7163726668804884,1.7565571850165724,24.046997779980302,6997838.0,19158680.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,3,stale,0,220,14,1,82.15889689140022,1.743181912228465,1.796123923221603,24.30566563922912,7084031.0,18728819.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,3,ttl_reindex,0,220,14,7,85.17709491029382,1.722187204286456,1.814805884147063,24.347602165304124,7088425.0,19121322.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,4,stale,0,220,14,1,80.77724264003336,1.6966367783024907,1.768717876728624,23.917618728242815,7003112.0,18315404.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,4,ttl_reindex,0,220,14,7,84.81950045749545,1.726945860311389,1.7832981983199716,24.332510105334222,7071894.0,19190573.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,4,ttl,0,220,14,7,85.3726547518745,1.725958059541881,1.8071063501294702,24.351086755283177,7134106.0,19151693.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,5,stale,0,220,14,1,83.05120722483844,1.7332797842100263,1.8131795892026275,24.388037050142884,7090855.0,18816437.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,5,ttl,0,220,14,7,89.34428902808577,1.7092079976573586,1.8212224737741052,24.208057725802064,7064871.0,19971067.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,5,ttl_reindex,0,220,14,7,89.65104436222464,1.7428800771012902,1.8137580243404954,24.448321289382875,7121290.0,20104695.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,6,stale,0,220,14,1,82.67024672869593,1.721270889043808,1.773846825491637,24.136271678842604,7020338.0,18716552.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,6,ttl,1,174,11,6,69.70365613605827,1.4787239106371999,1.546026786789298,16.336819612421095,4706489.0,12715024.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,6,ttl_reindex,1,174,11,6,69.13107916060835,1.4605847774073482,1.553232533391565,16.28282852936536,4569973.0,12513814.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,7,ttl,0,220,14,7,88.90907695982605,1.4618830978870392,1.5257281939964742,20.47714706417173,5870353.0,16128498.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,7,ttl_reindex,0,220,14,7,89.7171068796888,1.4876601747237146,1.5596693586558104,20.935814766213298,5951560.0,16223721.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,7,stale,0,220,14,1,82.40821136534214,1.4695282350294292,1.5459105255547911,20.71369874663651,5905043.0,15280582.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,8,ttl,0,220,14,7,87.97977862879634,1.5136903072707355,1.7341078487690538,22.011850942857563,6348815.0,17702047.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,8,ttl_reindex,0,220,14,7,87.79382103029639,1.722511094994843,1.7880854671355337,24.16629473119974,7022306.0,19737625.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,8,stale,0,220,14,1,82.50756526552141,1.7238989202305675,1.7799269519746304,24.184967759996653,7050438.0,18726435.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,9,stale,0,220,14,1,83.4669273532927,1.7236536447890103,1.8440987806767226,24.388436482287943,7087030.0,18876277.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,9,ttl_reindex,0,220,14,7,86.2178442561999,1.7382774958387017,1.7987567546311767,24.372948614880443,7113837.0,19511335.0,5107576832
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,9,ttl,0,220,14,7,86.87209476530552,1.7031335993669927,1.8221545333974063,24.112111255526543,7053434.0,19577226.0,5107576832
